tradeTime,0
totalPrice,0
subway,32
square,0
renovationCondition,0
price,0
livingRoom,0
ladderRatio,0
kitchen,0
id,0
followers,0
floor,0
fiveYearsProperty,32
elevator,32
drawingRoom,0
district,0
constructionTime,0
communityAverage,463
buildingType,2020
buildingStructure,0
bathRoom,0
Lng,0
Lat,0
DOM,157972
Cid,0
